ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,monthly,monthly_lower,monthly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,Year,Month
6/11/2028,114383.7189,108566.6512,127857.3493,106255.1851,123163.3451,3359.276921,3359.276921,3359.276921,247.7751345,247.7751345,247.7751345,3111.501786,3111.501786,3111.501786,0,0,0,117742.9959,2028,6
6/18/2028,114482.5038,107900.0822,127744.7888,106269.9735,123350.1175,2933.958433,2933.958433,2933.958433,722.6212487,722.6212487,722.6212487,2211.337184,2211.337184,2211.337184,0,0,0,117416.4623,2028,6
6/25/2028,114581.2887,106428.4714,126425.1645,106285.8483,123527.6775,1259.649154,1259.649154,1259.649154,184.0458974,184.0458974,184.0458974,1075.603257,1075.603257,1075.603257,0,0,0,115840.9379,2028,6
7/2/2028,114680.0736,105509.8772,125074.6065,106265.491,123702.3462,299.9781094,299.9781094,299.9781094,-135.8755565,-135.8755565,-135.8755565,435.8536659,435.8536659,435.8536659,0,0,0,114980.0517,2028,7
7/9/2028,114778.8585,105286.3308,125095.4286,106278.7138,123881.3073,123.6326315,123.6326315,123.6326315,-560.7701061,-560.7701061,-560.7701061,684.4027376,684.4027376,684.4027376,0,0,0,114902.4912,2028,7
7/16/2028,114877.6434,106753.0199,127044.387,106237.2075,124059.0757,1542.909004,1542.909004,1542.909004,-119.7435984,-119.7435984,-119.7435984,1662.652603,1662.652603,1662.652603,0,0,0,116420.5524,2028,7
7/23/2028,114976.4283,108054.1688,128761.1283,106225.7768,124242.3688,3023.830695,3023.830695,3023.830695,338.0936832,338.0936832,338.0936832,2685.737011,2685.737011,2685.737011,0,0,0,118000.259,2028,7
7/30/2028,115075.2132,106715.1108,127590.523,106156.692,124522.9506,2051.671005,2051.671005,2051.671005,-781.1630912,-781.1630912,-781.1630912,2832.834096,2832.834096,2832.834096,0,0,0,117126.8842,2028,7
8/6/2028,115173.9981,105997.5416,126471.2882,106194.1603,124771.2756,815.5651513,815.5651513,815.5651513,-764.4582857,-764.4582857,-764.4582857,1580.023437,1580.023437,1580.023437,0,0,0,115989.5633,2028,8
8/13/2028,115272.783,104637.6912,125586.39,106172.8127,125011.1563,-457.9569532,-457.9569532,-457.9569532,80.70170177,80.70170177,80.70170177,-538.658655,-538.658655,-538.658655,0,0,0,114814.8261,2028,8
8/20/2028,115371.5679,104429.7064,125304.0835,106207.6133,125174.9712,-957.0556585,-957.0556585,-957.0556585,1034.192389,1034.192389,1034.192389,-1991.248048,-1991.248048,-1991.248048,0,0,0,114414.5123,2028,8
8/27/2028,115470.3528,103883.0175,125208.5322,106257.1296,125433.1324,-1426.035083,-1426.035083,-1426.035083,-34.31021392,-34.31021392,-34.31021392,-1391.724869,-1391.724869,-1391.724869,0,0,0,114044.3177,2028,8
9/3/2028,115569.1377,106429.4235,128063.3879,106325.5097,125622.3847,1260.363355,1260.363355,1260.363355,159.0938565,159.0938565,159.0938565,1101.269498,1101.269498,1101.269498,0,0,0,116829.5011,2028,9
9/10/2028,115667.9226,108866.6476,130512.0758,106358.0958,125757.0905,3800.849666,3800.849666,3800.849666,164.813246,164.813246,164.813246,3636.036419,3636.036419,3636.036419,0,0,0,119468.7723,2028,9
9/17/2028,115766.7075,109941.845,131964.7297,106320.9242,125884.3138,4805.727295,4805.727295,4805.727295,525.8776075,525.8776075,525.8776075,4279.849687,4279.849687,4279.849687,0,0,0,120572.4348,2028,9
9/24/2028,115865.4924,108194.9879,130033.1731,106295.5226,126096.9432,3128.561905,3128.561905,3128.561905,161.9102718,161.9102718,161.9102718,2966.651633,2966.651633,2966.651633,0,0,0,118994.0543,2028,9
10/1/2028,115964.2773,106073.1751,128385.7942,106319.4167,126279.1083,1323.735513,1323.735513,1323.735513,-342.2770562,-342.2770562,-342.2770562,1666.01257,1666.01257,1666.01257,0,0,0,117288.0128,2028,10
10/8/2028,116063.0622,107359.5838,129468.8279,106355.254,126474.2495,1606.638867,1606.638867,1606.638867,-735.9988246,-735.9988246,-735.9988246,2342.637691,2342.637691,2342.637691,0,0,0,117669.7011,2028,10
10/15/2028,116161.8471,109519.1385,132072.349,106337.4295,126628.102,4572.917651,4572.917651,4572.917651,-166.5716125,-166.5716125,-166.5716125,4739.489263,4739.489263,4739.489263,0,0,0,120734.7648,2028,10
10/22/2028,116260.632,112149.096,134985.3279,106358.0384,126826.0514,6938.133136,6938.133136,6938.133136,484.4370094,484.4370094,484.4370094,6453.696126,6453.696126,6453.696126,0,0,0,123198.7651,2028,10
10/29/2028,116359.4169,110039.6456,132795.9662,106351.1693,127069.4936,4712.941939,4712.941939,4712.941939,-705.2323733,-705.2323733,-705.2323733,5418.174313,5418.174313,5418.174313,0,0,0,121072.3588,2028,10
11/5/2028,116458.2018,106570.8435,129773.3703,106328.7614,127312.9357,1613.214421,1613.214421,1613.214421,-589.1881812,-589.1881812,-589.1881812,2202.402602,2202.402602,2202.402602,0,0,0,118071.4162,2028,11
11/12/2028,116556.9867,104906.9822,127941.5082,106306.3534,127559.1523,-248.9821467,-248.9821467,-248.9821467,175.1982668,175.1982668,175.1982668,-424.1804135,-424.1804135,-424.1804135,0,0,0,116308.0046,2028,11
11/19/2028,116655.7716,105474.8264,129232.2891,106312.8386,127776.1801,729.3114199,729.3114199,729.3114199,1054.089497,1054.089497,1054.089497,-324.7780773,-324.7780773,-324.7780773,0,0,0,117385.083,2028,11
11/26/2028,116754.5565,107591.2754,130349.5752,106322.6183,127989.3502,1841.70645,1841.70645,1841.70645,91.33113646,91.33113646,91.33113646,1750.375313,1750.375313,1750.375313,0,0,0,118596.2629,2028,11
12/3/2028,116853.3414,108710.4002,131659.0319,106332.3934,128200.3919,3095.268083,3095.268083,3095.268083,206.2802004,206.2802004,206.2802004,2888.987882,2888.987882,2888.987882,0,0,0,119948.6095,2028,12
12/10/2028,116952.1263,106399.5502,129992.2702,106368.8307,128350.5915,973.9201679,973.9201679,973.9201679,27.22605472,27.22605472,27.22605472,946.6941132,946.6941132,946.6941132,0,0,0,117926.0465,2028,12
12/17/2028,117050.9112,102200.9195,126004.6915,106439.8586,128536.5372,-3057.749882,-3057.749882,-3057.749882,322.1543885,322.1543885,322.1543885,-3379.90427,-3379.90427,-3379.90427,0,0,0,113993.1613,2028,12
12/24/2028,117149.6961,98436.88847,122532.0238,106443.4288,128708.1001,-7208.455265,-7208.455265,-7208.455265,149.6456796,149.6456796,149.6456796,-7358.100944,-7358.100944,-7358.100944,0,0,0,109941.2408,2028,12
12/31/2028,117248.481,95656.76413,120289.2329,106470.4884,128879.7638,-9380.537153,-9380.537153,-9380.537153,-539.1873774,-539.1873774,-539.1873774,-8841.349776,-8841.349776,-8841.349776,0,0,0,107867.9438,2028,12
1/7/2029,117347.2659,96610.36457,120679.5552,106440.6174,129116.4373,-8804.039019,-8804.039019,-8804.039019,-858.0576869,-858.0576869,-858.0576869,-7945.981332,-7945.981332,-7945.981332,0,0,0,108543.2269,2029,1
1/14/2029,117446.0508,98840.90436,123356.0406,106401.6416,129258.3811,-6511.90226,-6511.90226,-6511.90226,-158.9848232,-158.9848232,-158.9848232,-6352.917437,-6352.917437,-6352.917437,0,0,0,110934.1485,2029,1
1/21/2029,117544.8357,100682.0368,125378.4417,106362.6658,129382.543,-4751.866071,-4751.866071,-4751.866071,651.1129148,651.1129148,651.1129148,-5402.978986,-5402.978986,-5402.978986,0,0,0,112792.9696,2029,1
1/28/2029,117643.6206,99791.29849,125599.3446,106330.9073,129528.1537,-5669.436276,-5669.436276,-5669.436276,-565.4544696,-565.4544696,-565.4544696,-5103.981807,-5103.981807,-5103.981807,0,0,0,111974.1843,2029,1
2/4/2029,117742.4055,99670.3546,125798.3226,106325.6548,129669.6999,-5119.667223,-5119.667223,-5119.667223,-375.9043187,-375.9043187,-375.9043187,-4743.762904,-4743.762904,-4743.762904,0,0,0,112622.7382,2029,2
2/11/2029,117841.1904,101575.2965,125868.2725,106324.2915,129883.862,-3728.120797,-3728.120797,-3728.120797,244.7679522,244.7679522,244.7679522,-3972.888749,-3972.888749,-3972.888749,0,0,0,114113.0696,2029,2
2/18/2029,117939.9753,103163.6239,129590.4869,106325.8904,130094.9131,-2050.717136,-2050.717136,-2050.717136,1003.962362,1003.962362,1003.962362,-3054.679498,-3054.679498,-3054.679498,0,0,0,115889.2581,2029,2
2/25/2029,118038.7602,103397.3334,128906.7053,106303.0495,130288.18,-2133.920496,-2133.920496,-2133.920496,166.1028599,166.1028599,166.1028599,-2300.023356,-2300.023356,-2300.023356,0,0,0,115904.8397,2029,2
3/4/2029,118137.5451,104099.8893,129666.2072,106266.087,130489.3864,-1496.591505,-1496.591505,-1496.591505,165.2364307,165.2364307,165.2364307,-1661.827936,-1661.827936,-1661.827936,0,0,0,116640.9536,2029,3
3/11/2029,118236.33,104219.173,130393.1946,106260.2261,130734.2889,-1145.257225,-1145.257225,-1145.257225,-153.3103504,-153.3103504,-153.3103504,-991.9468746,-991.9468746,-991.9468746,0,0,0,117091.0727,2029,3
3/18/2029,118335.1149,105298.1584,131762.5946,106279.4886,130923.9863,-301.280289,-301.280289,-301.280289,134.595888,134.595888,134.595888,-435.8761769,-435.8761769,-435.8761769,0,0,0,118033.8346,2029,3
3/25/2029,118433.8998,105102.7643,132291.7465,106302.4807,131081.9481,-128.9096469,-128.9096469,-128.9096469,167.902538,167.902538,167.902538,-296.8121849,-296.8121849,-296.8121849,0,0,0,118304.9901,2029,3
4/1/2029,118532.6847,104512.1318,131116.3684,106316.6018,131283.1572,-1228.991582,-1228.991582,-1228.991582,-692.7974661,-692.7974661,-692.7974661,-536.1941156,-536.1941156,-536.1941156,0,0,0,117303.6931,2029,4
4/8/2029,118631.4696,104086.1191,131283.1391,106289.6376,131484.8682,-1566.803796,-1566.803796,-1566.803796,-907.7838582,-907.7838582,-907.7838582,-659.0199376,-659.0199376,-659.0199376,0,0,0,117064.6658,2029,4
4/15/2029,118730.2544,105286.1901,132151.9709,106243.5594,131656.7183,-344.1624368,-344.1624368,-344.1624368,-105.2540137,-105.2540137,-105.2540137,-238.9084231,-238.9084231,-238.9084231,0,0,0,118386.092,2029,4
4/22/2029,118829.0393,106389.7724,134351.2379,106200.5446,131815.1564,1368.412934,1368.412934,1368.412934,814.4607733,814.4607733,814.4607733,553.9521608,553.9521608,553.9521608,0,0,0,120197.4523,2029,4
4/29/2029,118927.8242,106272.559,133589.9914,106157.4642,132005.9624,740.8379076,740.8379076,740.8379076,-387.3447635,-387.3447635,-387.3447635,1128.182671,1128.182671,1128.182671,0,0,0,119668.6622,2029,4
5/6/2029,119026.6091,106061.4369,134197.2704,106153.9387,132202.8123,1021.926766,1021.926766,1021.926766,-157.6423965,-157.6423965,-157.6423965,1179.569163,1179.569163,1179.569163,0,0,0,120048.5359,2029,5
5/13/2029,119125.394,106431.0418,134782.1285,106149.4916,132320.8092,1342.183006,1342.183006,1342.183006,272.8311698,272.8311698,272.8311698,1069.351837,1069.351837,1069.351837,0,0,0,120467.577,2029,5
5/20/2029,119224.1789,107873.8502,135476.6113,106090.5947,132502.686,2284.958126,2284.958126,2284.958126,888.8061207,888.8061207,888.8061207,1396.152005,1396.152005,1396.152005,0,0,0,121509.1371,2029,5
5/27/2029,119322.9638,107690.152,135827.6517,106153.6083,132684.5628,2455.494273,2455.494273,2455.494273,192.4785649,192.4785649,192.4785649,2263.015708,2263.015708,2263.015708,0,0,0,121778.4581,2029,5
6/3/2029,119421.7487,108277.1448,137190.8375,106146.7695,132864.9119,3138.345708,3138.345708,3138.345708,43.91025072,43.91025072,43.91025072,3094.435457,3094.435457,3094.435457,0,0,0,122560.0944,2029,6
6/10/2029,119520.5336,108359.7833,137380.5931,106139.9306,133044.5141,2836.528222,2836.528222,2836.528222,-357.5511624,-357.5511624,-357.5511624,3194.079384,3194.079384,3194.079384,0,0,0,122357.0619,2029,6
6/17/2029,119619.3185,108046.9713,136286.7051,106133.0918,133248.0496,2394.380088,2394.380088,2394.380088,-17.24221451,-17.24221451,-17.24221451,2411.622302,2411.622302,2411.622302,0,0,0,122013.6986,2029,6
6/24/2029,119718.1034,106624.9543,135856.2171,106141.0576,133458.8857,1490.547552,1490.547552,1490.547552,229.8097702,229.8097702,229.8097702,1260.737782,1260.737782,1260.737782,0,0,0,121208.651,2029,6
7/1/2029,119816.8883,104782.1019,134936.3898,106151.6954,133671.4549,-288.1688946,-288.1688946,-288.1688946,-777.6752169,-777.6752169,-777.6752169,489.5063224,489.5063224,489.5063224,0,0,0,119528.7194,2029,7
7/8/2029,119915.6732,105338.9781,134610.4924,106164.5044,133845.3769,-301.3871764,-301.3871764,-301.3871764,-875.712855,-875.712855,-875.712855,574.3256786,574.3256786,574.3256786,0,0,0,119614.286,2029,7
7/15/2029,120014.4581,106729.0464,136126.1239,106158.6561,133998.6009,1439.887961,1439.887961,1439.887961,-19.37735922,-19.37735922,-19.37735922,1459.26532,1459.26532,1459.26532,0,0,0,121454.3461,2029,7
7/22/2029,120113.243,108509.2212,138813.6231,106179.951,134192.2835,3490.947522,3490.947522,3490.947522,949.4220764,949.4220764,949.4220764,2541.525446,2541.525446,2541.525446,0,0,0,123604.1905,2029,7
7/29/2029,120212.0279,108370.8414,138155.6596,106183.4492,134418.6376,2704.304425,2704.304425,2704.304425,-200.8740803,-200.8740803,-200.8740803,2905.178505,2905.178505,2905.178505,0,0,0,122916.3323,2029,7
8/5/2029,120310.8128,108026.2851,137890.8137,106182.5353,134652.6951,1929.983566,1929.983566,1929.983566,30.85637091,30.85637091,30.85637091,1899.127195,1899.127195,1899.127195,0,0,0,122240.7964,2029,8
8/12/2029,120409.5977,105672.8999,135189.5387,106180.5576,134865.5681,89.82422932,89.82422932,89.82422932,247.7751345,247.7751345,247.7751345,-157.9509052,-157.9509052,-157.9509052,0,0,0,120499.4219,2029,8
8/19/2029,120508.3826,104968.7792,134736.8026,106156.6375,135053.2727,-1133.67809,-1133.67809,-1133.67809,722.6212487,722.6212487,722.6212487,-1856.299338,-1856.299338,-1856.299338,0,0,0,119374.7045,2029,8
8/26/2029,120607.1675,103840.5286,135518.7374,106108.4618,135221.8804,-1484.782042,-1484.782042,-1484.782042,184.0458974,184.0458974,184.0458974,-1668.82794,-1668.82794,-1668.82794,0,0,0,119122.3855,2029,8
9/2/2029,120705.9524,106306.9573,136477.2656,106085.9092,135404.5307,449.8414139,449.8414139,449.8414139,-135.8755565,-135.8755565,-135.8755565,585.7169704,585.7169704,585.7169704,0,0,0,121155.7938,2029,9
9/9/2029,120804.7373,108018.2571,139289.9589,106061.9957,135579.7483,2721.560536,2721.560536,2721.560536,-560.7701061,-560.7701061,-560.7701061,3282.330643,3282.330643,3282.330643,0,0,0,123526.2978,2029,9
9/16/2029,120903.5222,109326.2101,141489.5208,106002.5978,135820.4178,4219.537177,4219.537177,4219.537177,-119.7435984,-119.7435984,-119.7435984,4339.280775,4339.280775,4339.280775,0,0,0,125123.0594,2029,9
9/23/2029,121002.3071,108778.5045,141174.9072,105938.1567,136052.8734,3610.749118,3610.749118,3610.749118,338.0936832,338.0936832,338.0936832,3272.655435,3272.655435,3272.655435,0,0,0,124613.0562,2029,9
9/30/2029,121101.092,106636.806,138550.5365,105874.7234,136307.3349,1008.303652,1008.303652,1008.303652,-781.1630912,-781.1630912,-781.1630912,1789.466743,1789.466743,1789.466743,0,0,0,122109.3956,2029,9
10/7/2029,121199.8769,107095.2497,139226.0623,105908.2015,136486.8668,1286.896574,1286.896574,1286.896574,-764.4582857,-764.4582857,-764.4582857,2051.35486,2051.35486,2051.35486,0,0,0,122486.7735,2029,10
10/14/2029,121298.6618,109895.7574,141945.4124,105923.8099,136660.5822,4359.564527,4359.564527,4359.564527,80.70170177,80.70170177,80.70170177,4278.862826,4278.862826,4278.862826,0,0,0,125658.2263,2029,10
10/21/2029,121397.4467,111745.2335,145045.246,105943.8131,136832.7916,7350.756004,7350.756004,7350.756004,1034.192389,1034.192389,1034.192389,6316.563615,6316.563615,6316.563615,0,0,0,128748.2027,2029,10
10/28/2029,121496.2316,111318.9503,144019.0661,105957.002,137052.4631,5785.449108,5785.449108,5785.449108,-34.31021392,-34.31021392,-34.31021392,5819.759322,5819.759322,5819.759322,0,0,0,127281.6807,2029,10
11/4/2029,121595.0165,107868.3868,141807.5313,105968.9039,137245.8778,2983.017727,2983.017727,2983.017727,159.0938565,159.0938565,159.0938565,2823.92387,2823.92387,2823.92387,0,0,0,124578.0342,2029,11
11/11/2029,121693.8014,104964.529,138506.1924,105955.9763,137437.0573,39.71319378,39.71319378,39.71319378,164.813246,164.813246,164.813246,-125.1000523,-125.1000523,-125.1000523,0,0,0,121733.5146,2029,11
11/18/2029,121792.5863,105341.3387,139540.6488,105910.5802,137712.944,-24.6467332,-24.6467332,-24.6467332,525.8776075,525.8776075,525.8776075,-550.5243407,-550.5243407,-550.5243407,0,0,0,121767.9395,2029,11
11/25/2029,121891.3712,106917.8667,140304.6221,105892.0166,137988.6096,1518.018537,1518.018537,1518.018537,161.9102718,161.9102718,161.9102718,1356.108266,1356.108266,1356.108266,0,0,0,123409.3897,2029,11
12/2/2029,121990.1561,108149.4345,141943.6662,105876.3109,138244.8687,2539.928709,2539.928709,2539.928709,-342.2770562,-342.2770562,-342.2770562,2882.205766,2882.205766,2882.205766,0,0,0,124530.0848,2029,12
12/9/2029,122088.941,106166.1719,140118.4708,105891.9558,138488.6891,791.7697473,791.7697473,791.7697473,-735.9988246,-735.9988246,-735.9988246,1527.768572,1527.768572,1527.768572,0,0,0,122880.7107,2029,12
12/16/2029,122187.7259,103039.2645,136786.0581,105901.9205,138732.5094,-2712.549132,-2712.549132,-2712.549132,-166.5716125,-166.5716125,-166.5716125,-2545.977519,-2545.977519,-2545.977519,0,0,0,119475.1767,2029,12
12/23/2029,122286.5108,100001.3781,133618.5073,105976.0036,138971.3203,-6310.751244,-6310.751244,-6310.751244,484.4370094,484.4370094,484.4370094,-6795.188254,-6795.188254,-6795.188254,0,0,0,115975.7595,2029,12
12/30/2029,122385.2957,96261.23178,130530.9267,106013.223,139211.858,-9490.011939,-9490.011939,-9490.011939,-705.2323733,-705.2323733,-705.2323733,-8784.779566,-8784.779566,-8784.779566,0,0,0,112895.2837,2029,12
1/6/2030,122484.0806,96436.33831,131875.2271,106022.4176,139487.4963,-8800.891264,-8800.891264,-8800.891264,-589.1881812,-589.1881812,-589.1881812,-8211.703083,-8211.703083,-8211.703083,0,0,0,113683.1893,2030,1
1/13/2030,122582.8655,98886.49258,134575.3631,106034.4055,139714.1153,-6437.05322,-6437.05322,-6437.05322,175.1982668,175.1982668,175.1982668,-6612.251487,-6612.251487,-6612.251487,0,0,0,116145.8122,2030,1
1/20/2030,122681.6504,100318.8207,135669.2008,106046.3935,139926.4767,-4454.712131,-4454.712131,-4454.712131,1054.089497,1054.089497,1054.089497,-5508.801628,-5508.801628,-5508.801628,0,0,0,118226.9382,2030,1
1/27/2030,122780.4353,99909.2295,136523.4727,106058.3815,140133.713,-5049.806076,-5049.806076,-5049.806076,91.33113646,91.33113646,91.33113646,-5141.137212,-5141.137212,-5141.137212,0,0,0,117730.6292,2030,1
2/3/2030,122879.2202,100870.1062,136924.2656,106071.3205,140403.9256,-4631.597782,-4631.597782,-4631.597782,206.2802004,206.2802004,206.2802004,-4837.877982,-4837.877982,-4837.877982,0,0,0,118247.6224,2030,2
2/10/2030,122978.0051,101354.0265,136550.0479,106089.0775,140735.8736,-4106.434205,-4106.434205,-4106.434205,27.22605472,27.22605472,27.22605472,-4133.66026,-4133.66026,-4133.66026,0,0,0,118871.5708,2030,2
2/17/2030,123076.79,102151.8014,139311.8521,106106.8344,141067.8216,-2889.234335,-2889.234335,-2889.234335,322.1543885,322.1543885,322.1543885,-3211.388723,-3211.388723,-3211.388723,0,0,0,120187.5556,2030,2
2/24/2030,123175.5749,103343.6145,139407.5177,106096.7428,141399.7696,-2270.978841,-2270.978841,-2270.978841,149.6456796,149.6456796,149.6456796,-2420.624521,-2420.624521,-2420.624521,0,0,0,120904.596,2030,2
3/3/2030,123274.3597,103181.6122,139906.1948,106119.1662,141725.0745,-2315.583648,-2315.583648,-2315.583648,-539.1873774,-539.1873774,-539.1873774,-1776.39627,-1776.39627,-1776.39627,0,0,0,120958.7761,2030,3
3/10/2030,123373.1446,103388.1967,140731.5761,106063.4839,141930.5024,-1970.098906,-1970.098906,-1970.098906,-858.0576869,-858.0576869,-858.0576869,-1112.041219,-1112.041219,-1112.041219,0,0,0,121403.0457,2030,3
3/17/2030,123471.9295,104705.2752,141070.0093,106022.3186,142113.9809,-670.5682666,-670.5682666,-670.5682666,-158.9848232,-158.9848232,-158.9848232,-511.5834434,-511.5834434,-511.5834434,0,0,0,122801.3613,2030,3
3/24/2030,123570.7144,105834.8112,143558.2029,106064.0444,142294.9591,365.6713932,365.6713932,365.6713932,651.1129148,651.1129148,651.1129148,-285.4415217,-285.4415217,-285.4415217,0,0,0,123936.3858,2030,3
3/31/2030,123669.4993,104098.5867,141517.3421,106088.9117,142474.1643,-1049.917994,-1049.917994,-1049.917994,-565.4544696,-565.4544696,-565.4544696,-484.4635245,-484.4635245,-484.4635245,0,0,0,122619.5813,2030,3
4/7/2030,123768.2842,104037.6429,141772.4821,106154.4119,142688.5267,-1046.719766,-1046.719766,-1046.719766,-375.9043187,-375.9043187,-375.9043187,-670.8154477,-670.8154477,-670.8154477,0,0,0,122721.5645,2030,4
4/14/2030,123867.0691,104774.1855,143749,106218.3346,142946.5009,-110.2125336,-110.2125336,-110.2125336,244.7679522,244.7679522,244.7679522,-354.9804858,-354.9804858,-354.9804858,0,0,0,123756.8566,2030,4
4/21/2030,123965.854,106493.6362,145377.7538,106255.6635,143204.4752,1414.783657,1414.783657,1414.783657,1003.962362,1003.962362,1003.962362,410.8212952,410.8212952,410.8212952,0,0,0,125380.6377,2030,4
4/28/2030,124064.6389,105975.3755,145245.75,106251.8429,143462.4494,1230.052599,1230.052599,1230.052599,166.1028599,166.1028599,166.1028599,1063.94974,1063.94974,1063.94974,0,0,0,125294.6915,2030,4
5/5/2030,124163.4238,106421.4611,145361.5956,106286.9986,143720.4236,1365.400939,1365.400939,1365.400939,165.2364307,165.2364307,165.2364307,1200.164509,1200.164509,1200.164509,0,0,0,125528.8248,2030,5
5/12/2030,124262.2087,105772.7597,145605.0028,106296.7151,143962.1724,918.0072459,918.0072459,918.0072459,-153.3103504,-153.3103504,-153.3103504,1071.317596,1071.317596,1071.317596,0,0,0,125180.216,2030,5
5/19/2030,124360.9936,106538.3159,145952.2522,106239.1339,144173.1449,1425.530277,1425.530277,1425.530277,134.595888,134.595888,134.595888,1290.934389,1290.934389,1290.934389,0,0,0,125786.5239,2030,5
5/26/2030,124459.7785,106415.4843,146976.8376,106191.1236,144384.1173,2256.003393,2256.003393,2256.003393,167.902538,167.902538,167.902538,2088.100855,2088.100855,2088.100855,0,0,0,126715.7819,2030,5
6/2/2030,124558.5634,107505.7783,146840.1438,106119.3522,144594.2426,2291.101572,2291.101572,2291.101572,-692.7974661,-692.7974661,-692.7974661,2983.899038,2983.899038,2983.899038,0,0,0,126849.665,2030,6
6/9/2030,124657.3483,107970.1453,148257.8226,106048.3689,144869.9723,2338.819607,2338.819607,2338.819607,-907.7838582,-907.7838582,-907.7838582,3246.603465,3246.603465,3246.603465,0,0,0,126996.1679,2030,6
6/16/2030,124756.1332,107394.755,148512.9056,106032.5182,145203.3659,2494.290662,2494.290662,2494.290662,-105.2540137,-105.2540137,-105.2540137,2599.544675,2599.544675,2599.544675,0,0,0,127250.4239,2030,6
6/23/2030,124854.9181,106688.8431,147928.3485,106021.4939,145483.4473,2273.246122,2273.246122,2273.246122,814.4607733,814.4607733,814.4607733,1458.785348,1458.785348,1458.785348,0,0,0,127128.1642,2030,6
6/30/2030,124953.703,105765.6341,145716.3696,106019.8752,145723.4156,184.5614589,184.5614589,184.5614589,-387.3447635,-387.3447635,-387.3447635,571.9062224,571.9062224,571.9062224,0,0,0,125138.2645,2030,6
7/7/2030,125052.4879,105436.0305,146703.9699,105949.2147,145962.1232,333.5990246,333.5990246,333.5990246,-157.6423965,-157.6423965,-157.6423965,491.2414211,491.2414211,491.2414211,0,0,0,125386.0869,2030,7
7/14/2030,125151.2728,106526.31,148025.3441,105887.994,146206.0339,1535.943287,1535.943287,1535.943287,272.8311698,272.8311698,272.8311698,1263.112117,1263.112117,1263.112117,0,0,0,126687.2161,2030,7
7/21/2030,125250.0577,108094.2398,149801.7044,105836.3822,146429.9628,3262.605726,3262.605726,3262.605726,888.8061207,888.8061207,888.8061207,2373.799605,2373.799605,2373.799605,0,0,0,128512.6634,2030,7
